gi|783401753|gnl|WGS:JZRJ01|ST2_BLS4_contig_1|gb|JZRJ01000001.1|;ST2;28451
gi|783401748|gnl|WGS:JZRJ01|ST2_BLS4_contig_2|gb|JZRJ01000002.1|;ST2;2291
gi|783401743|gnl|WGS:JZRJ01|ST2_BLS4_contig_3|gb|JZRJ01000003.1|;ST2;27785
gi|783401738|gnl|WGS:JZRJ01|ST2_BLS4_contig_4|gb|JZRJ01000004.1|;ST2;4308
gi|783401733|gnl|WGS:JZRJ01|ST2_BLS4_contig_5|gb|JZRJ01000005.1|;ST2;15715
gi|783401728|gnl|WGS:JZRJ01|ST2_BLS4_contig_6|gb|JZRJ01000006.1|;ST2;4691
gi|783401722|gnl|WGS:JZRJ01|ST2_BLS4_contig_7|gb|JZRJ01000007.1|;ST2;2094
gi|783401717|gnl|WGS:JZRJ01|ST2_BLS4_contig_8|gb|JZRJ01000008.1|;ST2;2267
gi|783401712|gnl|WGS:JZRJ01|ST2_BLS4_contig_9|gb|JZRJ01000009.1|;ST2;57420
gi|783401707|gnl|WGS:JZRJ01|ST2_BLS4_contig_10|gb|JZRJ01000010.1|;ST2;10527
gi|783401703|gnl|WGS:JZRJ01|ST2_BLS4_contig_11|gb|JZRJ01000011.1|;ST2;15445
gi|783401699|gnl|WGS:JZRJ01|ST2_BLS4_contig_12|gb|JZRJ01000012.1|;ST2;11757
gi|783401694|gnl|WGS:JZRJ01|ST2_BLS4_contig_13|gb|JZRJ01000013.1|;ST2;22546
gi|783401688|gnl|WGS:JZRJ01|ST2_BLS4_contig_14|gb|JZRJ01000014.1|;ST2;6626
gi|783401682|gnl|WGS:JZRJ01|ST2_BLS4_contig_15|gb|JZRJ01000015.1|;ST2;53424
gi|783401678|gnl|WGS:JZRJ01|ST2_BLS4_contig_16|gb|JZRJ01000016.1|;ST2;44555
gi|783401674|gnl|WGS:JZRJ01|ST2_BLS4_contig_17|gb|JZRJ01000017.1|;ST2;15220
gi|783401670|gnl|WGS:JZRJ01|ST2_BLS4_contig_18|gb|JZRJ01000018.1|;ST2;2545
gi|783401666|gnl|WGS:JZRJ01|ST2_BLS4_contig_20|gb|JZRJ01000019.1|;ST2;33242
gi|783401661|gnl|WGS:JZRJ01|ST2_BLS4_contig_21|gb|JZRJ01000020.1|;ST2;18718
gi|783401656|gnl|WGS:JZRJ01|ST2_BLS4_contig_22|gb|JZRJ01000021.1|;ST2;8829
gi|783401652|gnl|WGS:JZRJ01|ST2_BLS4_contig_23|gb|JZRJ01000022.1|;ST2;3697
gi|783401648|gnl|WGS:JZRJ01|ST2_BLS4_contig_24|gb|JZRJ01000023.1|;ST2;76778
gi|783401644|gnl|WGS:JZRJ01|ST2_BLS4_contig_25|gb|JZRJ01000024.1|;ST2;4883
gi|783401640|gnl|WGS:JZRJ01|ST2_BLS4_contig_26|gb|JZRJ01000025.1|;ST2;9490
gi|783401636|gnl|WGS:JZRJ01|ST2_BLS4_contig_28|gb|JZRJ01000026.1|;ST2;7551
gi|783401632|gnl|WGS:JZRJ01|ST2_BLS4_contig_29|gb|JZRJ01000027.1|;ST2;21408
gi|783401628|gnl|WGS:JZRJ01|ST2_BLS4_contig_30|gb|JZRJ01000028.1|;ST2;8549
gi|783401624|gnl|WGS:JZRJ01|ST2_BLS4_contig_31|gb|JZRJ01000029.1|;ST2;37757
gi|783401619|gnl|WGS:JZRJ01|ST2_BLS4_contig_32|gb|JZRJ01000030.1|;ST2;16706
gi|783401614|gnl|WGS:JZRJ01|ST2_BLS4_contig_33|gb|JZRJ01000031.1|;ST2;18874
gi|783401589|gnl|WGS:JZRJ01|ST2_BLS4_contig_34|gb|JZRJ01000032.1|;ST2;12194
gi|783401584|gnl|WGS:JZRJ01|ST2_BLS4_contig_35|gb|JZRJ01000033.1|;ST2;11530
gi|783401579|gnl|WGS:JZRJ01|ST2_BLS4_contig_36|gb|JZRJ01000034.1|;ST2;17294
gi|783401574|gnl|WGS:JZRJ01|ST2_BLS4_contig_37|gb|JZRJ01000035.1|;ST2;4254
gi|783401570|gnl|WGS:JZRJ01|ST2_BLS4_contig_38|gb|JZRJ01000036.1|;ST2;2437
gi|783401566|gnl|WGS:JZRJ01|ST2_BLS4_contig_39|gb|JZRJ01000037.1|;ST2;4467
gi|783401562|gnl|WGS:JZRJ01|ST2_BLS4_contig_40|gb|JZRJ01000038.1|;ST2;2231
gi|783401558|gnl|WGS:JZRJ01|ST2_BLS4_contig_41|gb|JZRJ01000039.1|;ST2;12293
gi|783401554|gnl|WGS:JZRJ01|ST2_BLS4_contig_42|gb|JZRJ01000040.1|;ST2;37788
gi|783401550|gnl|WGS:JZRJ01|ST2_BLS4_contig_43|gb|JZRJ01000041.1|;ST2;9912
gi|783401546|gnl|WGS:JZRJ01|ST2_BLS4_contig_44|gb|JZRJ01000042.1|;ST2;28900
gi|783401542|gnl|WGS:JZRJ01|ST2_BLS4_contig_45|gb|JZRJ01000043.1|;ST2;29449
gi|783401537|gnl|WGS:JZRJ01|ST2_BLS4_contig_46|gb|JZRJ01000044.1|;ST2;48189
gi|783401533|gnl|WGS:JZRJ01|ST2_BLS4_contig_47|gb|JZRJ01000045.1|;ST2;16968
gi|783401529|gnl|WGS:JZRJ01|ST2_BLS4_contig_48|gb|JZRJ01000046.1|;ST2;4550
gi|783401525|gnl|WGS:JZRJ01|ST2_BLS4_contig_49|gb|JZRJ01000047.1|;ST2;34971
gi|783401519|gnl|WGS:JZRJ01|ST2_BLS4_contig_50|gb|JZRJ01000048.1|;ST2;2759
gi|783401514|gnl|WGS:JZRJ01|ST2_BLS4_contig_51|gb|JZRJ01000049.1|;ST2;22675
gi|783401509|gnl|WGS:JZRJ01|ST2_BLS4_contig_52|gb|JZRJ01000050.1|;ST2;9113
gi|783401504|gnl|WGS:JZRJ01|ST2_BLS4_contig_53|gb|JZRJ01000051.1|;ST2;27962
gi|783401499|gnl|WGS:JZRJ01|ST2_BLS4_contig_54|gb|JZRJ01000052.1|;ST2;27794
gi|783401494|gnl|WGS:JZRJ01|ST2_BLS4_contig_55|gb|JZRJ01000053.1|;ST2;23149
gi|783401489|gnl|WGS:JZRJ01|ST2_BLS4_contig_56|gb|JZRJ01000054.1|;ST2;12585
gi|783401484|gnl|WGS:JZRJ01|ST2_BLS4_contig_57|gb|JZRJ01000055.1|;ST2;13099
gi|783401479|gnl|WGS:JZRJ01|ST2_BLS4_contig_58|gb|JZRJ01000056.1|;ST2;40252
gi|783401474|gnl|WGS:JZRJ01|ST2_BLS4_contig_59|gb|JZRJ01000057.1|;ST2;18511
gi|783401469|gnl|WGS:JZRJ01|ST2_BLS4_contig_60|gb|JZRJ01000058.1|;ST2;31410
gi|783401464|gnl|WGS:JZRJ01|ST2_BLS4_contig_61|gb|JZRJ01000059.1|;ST2;4350
gi|783401460|gnl|WGS:JZRJ01|ST2_BLS4_contig_62|gb|JZRJ01000060.1|;ST2;15772
gi|783401455|gnl|WGS:JZRJ01|ST2_BLS4_contig_63|gb|JZRJ01000061.1|;ST2;10480
gi|783401450|gnl|WGS:JZRJ01|ST2_BLS4_contig_64|gb|JZRJ01000062.1|;ST2;49663
gi|783401445|gnl|WGS:JZRJ01|ST2_BLS4_contig_65|gb|JZRJ01000063.1|;ST2;33911
gi|783401430|gnl|WGS:JZRJ01|ST2_BLS4_contig_66|gb|JZRJ01000064.1|;ST2;32187
gi|783401425|gnl|WGS:JZRJ01|ST2_BLS4_contig_67|gb|JZRJ01000065.1|;ST2;27254
gi|783401420|gnl|WGS:JZRJ01|ST2_BLS4_contig_68|gb|JZRJ01000066.1|;ST2;20798
gi|783401415|gnl|WGS:JZRJ01|ST2_BLS4_contig_69|gb|JZRJ01000067.1|;ST2;19033
gi|783401410|gnl|WGS:JZRJ01|ST2_BLS4_contig_70|gb|JZRJ01000068.1|;ST2;20087
gi|783401400|gnl|WGS:JZRJ01|ST2_BLS4_contig_71|gb|JZRJ01000069.1|;ST2;3231
gi|783401396|gnl|WGS:JZRJ01|ST2_BLS4_contig_72|gb|JZRJ01000070.1|;ST2;34580
gi|783401391|gnl|WGS:JZRJ01|ST2_BLS4_contig_73|gb|JZRJ01000071.1|;ST2;36451
gi|783401386|gnl|WGS:JZRJ01|ST2_BLS4_contig_74|gb|JZRJ01000072.1|;ST2;18585
gi|783401381|gnl|WGS:JZRJ01|ST2_BLS4_contig_75|gb|JZRJ01000073.1|;ST2;9497
gi|783401376|gnl|WGS:JZRJ01|ST2_BLS4_contig_76|gb|JZRJ01000074.1|;ST2;10259
gi|783401372|gnl|WGS:JZRJ01|ST2_BLS4_contig_77|gb|JZRJ01000075.1|;ST2;41550
gi|783401367|gnl|WGS:JZRJ01|ST2_BLS4_contig_78|gb|JZRJ01000076.1|;ST2;48534
gi|783401362|gnl|WGS:JZRJ01|ST2_BLS4_contig_79|gb|JZRJ01000077.1|;ST2;10871
gi|783401358|gnl|WGS:JZRJ01|ST2_BLS4_contig_80|gb|JZRJ01000078.1|;ST2;19254
gi|783401351|gnl|WGS:JZRJ01|ST2_BLS4_contig_81|gb|JZRJ01000079.1|;ST2;6214
gi|783401346|gnl|WGS:JZRJ01|ST2_BLS4_contig_82|gb|JZRJ01000080.1|;ST2;12399
gi|783401342|gnl|WGS:JZRJ01|ST2_BLS4_contig_83|gb|JZRJ01000081.1|;ST2;59775
